npsn,nama_smk,status,akreditasi,alamat,kab_kota,kecamatan,telp,fax
20326450,SMKS KI HAJAR DEWANTARA,Swasta,,JL. RAYA WANACALA SONGGOM RT 3 RW 1 Wanacala Kode Pos 52266,Kab. Brebes,Kec. Songgom,85640297959,
20326451,SMKS MUHAMMADIYAH 2 SIRAMPOG,Swasta,,JL. RAYA PLOMPONG NO. 1 SIRAMPOG BREBES RT 1 RW 1 Plompong Kode Pos 52272,Kab. Brebes,Kec. Sirampog,81393144286,
20326452,SMKN 1 KERSANA,Negeri,,JL. RAYA JAGAPURA - KERSANA RT 5 RW 3 Jagapura Kode Pos 52264,Kab. Brebes,Kec. Kersana,283881851,283881851
20326453,SMKS AL HIKMAH 1 SIRAMPOG,Swasta,,JALAN MASJID JAMI AL HIKMAH RT 1 RW 2 Benda Kode Pos 52272,Kab. Brebes,Kec. Sirampog,2895159163,2895159163
20326454,SMKS MUHAMMADIYAH BULAKAMBA,Swasta,,JL. RAYA BULAKAMBA 30 RT 1 RW 1 Bulakamba Kode Pos 52253,Kab. Brebes,Kec. Bulakamba,283870130,283870130
20326455,SMK MUHAMMADIYAH BUMIAYU,Swasta,,JL. LINGKAR LANGKAP KM. 1 DS. LANGKAP KEC. BUMIAYU KAB. BREBES JAWA TENGAH RT 5 RW 1 Langkap Kode Pos 52273,Kab. Brebes,Kec. Bumiayu,2894313050,2894313050
20326457,SMKN 1 BULAKAMBA,Negeri,,JL. RAYA KLUWUT BULAKAMBA BREBES RT 0 RW 0 Kluwut Kode Pos 52253,Kab. Brebes,Kec. Bulakamba,283870277,283870277
20326458,SMKN 1 TONJONG,Negeri,,JL. RAYA KUTAMENDALA TONJONG RT 0 RW 0 Kutamendala Kode Pos 52271,Kab. Brebes,Kec. Tonjong,2895159054,2895159054
20326459,SMKS PUSPONEGORO 01 BREBES,Swasta,,JL. LETJEN SUPRAPTO NO. 176 PASARBATANG BREBES RT 0 RW 0 Pasar Batang Kode Pos 52211,Kab. Brebes,Kec. Brebes,283672992,283672992
20327568,SMKS BHAKTI KARYA 1 MAGELANG,Swasta,,JL. ELO JETIS NO. 2 MAGELANG RT 1 RW 3 Kedungsari Kode Pos 56114,Kota Magelang,Kec. Magelang Utara,293364240,293311278
20327584,SMKS KRISTEN 1 MAGELANG,Swasta,,JLN. P. DIPONEGORO NO.10 MAGELANG RT 3 RW 8 Magelang Kode Pos 56117,Kota Magelang,Kec. Magelang Tengah,293364541,293364541
20327585,SMKS MAARIF KOTA MAGELANG,Swasta,,JL. SUNAN GIRI KARET MAGELANG RT 3 RW 6 Jurangombo Selatan Kode Pos 56123,Kota Magelang,Kec. Magelang Selatan,293367816,293367816
20327586,SMKN 2 MAGELANG,Negeri,,JL. JEND. A. YANI 135 A MAGELANG RT 2 RW 4 KRAMAT SELATAN Kode Pos 56115,Kota Magelang,Kec. Magelang Utara,293362577,293313172
20327602,SMKS YP 17 MAGELANG,Swasta,,JL. ELO JETIS NO. 17 A MAGELANG RT 4 RW 4 Kedungsari Kode Pos 56114,Kota Magelang,Kec. Magelang Utara,365038,365038
20327603,SMKN 3 MAGELANG,Negeri,,JL. PIERRE TENDEAN NO. 1 MAGELANG RT 4 RW 3 Magelang Kode Pos 56117,Kota Magelang,Kec. Magelang Tengah,293362210,293367231
20327604,SMKS PIUS X MAGELANG,Swasta,,JL. JENDERAL ACHMAD YANI 20 RT 1 RW 5 Panjang Kode Pos 56111,Kota Magelang,Kec. Magelang Tengah,293362956,293362956
20327605,SMKS 45 MAGELANG,Swasta,,JALAN PAHLAWAN NO. 167 A MAGELANG RT 12 RW 1 POTROBANGSAN Kode Pos 56116,Kota Magelang,Kec. Magelang Utara,293364451,
20327606,SMKS ADIPURA MAGELANG,Swasta,,JL. URIP SUMOHARJO 89A MAGELANG RT 4 RW 10 WATES Kode Pos 56113,Kota Magelang,Kec. Magelang Utara,3193931,368031
20327607,SMKS KRISTEN 2 MAGELANG,Swasta,,JL PIERRE TENDEAN NOMOR 4 MAGELANG RT 3 RW 7 Potrobangsan Kode Pos 56117,Kota Magelang,Kec. Magelang Utara,293367663,2933216207
20327608,SMKN 1 MAGELANG,Negeri,,JL. CAWANG NO. 2 MAGELANG RT 2 RW 15 Jurangombo Selatan Kode Pos 56123,Kota Magelang,Kec. Magelang Selatan,293362172,2933688211
20327610,SMKS SATRIA MAGELANG,Swasta,,Jalan Sunan Bonang I Nomor 2 Karet RT 1 RW 5 Jurangombo Selatan Kode Pos 56123,Kota Magelang,Kec. Magelang Selatan,293361260,
20327611,SMKS YUDYA KARYA,Swasta,,JL JENDRAL A YANI 320 MAGELANG RT 4 RW 9 Kramat Utara Kode Pos 56114,Kota Magelang,Kec. Magelang Utara,293364131,293364472
20327612,SMKS WIYASA MAGELANG,Swasta,,JL TIDAR NO. 36 RT 1 RW 3 KEMIRIREJO Kode Pos 56112,Kota Magelang,Kec. Magelang Tengah,293364277,293363158
20327974,SMKS BATIK 1 SURAKARTA,Swasta,,JL. SLAMET RIYADI - KLECO - SURAKARTA RT 6 RW 16 PAJANG Kode Pos 57146,Kota Surakarta,Kec. Laweyan,271711325,
20327989,SMKS BATIK 2 SURAKARTA,Swasta,,JL SLAMET RIYADI KLECO SURAKARTA RT 5 RW 16 Pajang Kode Pos 57146,Kota Surakarta,Kec. Laweyan,271712810,271712810
20328103,SMKS BINA MANDIRI INDONESIA SURAKARTA,Swasta,,JL BUNGUR V/10 PUNGGAWAN BANJARSARI SURAKARTA RT 2 RW 6 Punggawan Kode Pos 57132,Kota Surakarta,Kec. Banjarsari,271719533,271719533
20328104,SMKS KRISTEN 2 SURAKARTA,Swasta,,JL. D.I.  PANJAITAN NO.1 RT 1 RW 2 Setabelan Kode Pos 57133,Kota Surakarta,Kec. Banjarsari,271653589,271653589
20328105,SMKS MUHAMMADIYAH 1 SURAKARTA,Swasta,,JL. KAHAYAN 1 JOYOTAKAN SERENGAN SURAKARTA RT 8 RW 5 Joyotakan Kode Pos 57157,Kota Surakarta,Kec. Serengan,271646940,271646940
20328106,SMKS MUHAMMADIYAH 3 SURAKARTA,Swasta,,JL. PROF. DR. SUPOMO NO. 51 RT 1 RW 13 Mangkubumen Kode Pos 57139,Kota Surakarta,Kec. Banjarsari,271716088,271716088
20328107,SMKS MURNI 1 SURAKARTA,Swasta,,JL. DR. WAHIDIN NO. 33 SOLO RT 4 RW 4 PENUMPING Kode Pos 57141,Kota Surakarta,Kec. Laweyan,271717804,271717804
20328108,SMKN 2 SURAKARTA,Negeri,,JL. ADISUCIPTO NO.33 RT 7 RW 11 Manahan Kode Pos 57139,Kota Surakarta,Kec. Banjarsari,271714901,271727005
20328109,SMKN 5 SURAKARTA,Negeri,,JL. LU. Adi Sucipto No. 42 Surakarta RT 2 RW 8 Kerten Kode Pos 57143,Kota Surakarta,Kec. Laweyan,271713916,271727068
20328110,SMKS PANCASILA SURAKARTA,Swasta,,JL. APEL NO. 5 JAJAR SURAKARTA RT 3 RW 2 Jajar Kode Pos 57144,Kota Surakarta,Kec. Laweyan,271710458,271710458
20328112,SMKS PGRI 1 SURAKARTA,Swasta,,"JL. PLERET UTAMA, BANYUANYAR, BANJARSARI RT 2 RW 12 Banyuanyar Kode Pos 57137",Kota Surakarta,Kec. Banjarsari,271740669,271740669
20328113,SMKS PURNAMA SURAKARTA,Swasta,,JL. A. YANI SUMBERTAPEN SURAKARTA RT 1 RW 3 Sumber Kode Pos 57138,Kota Surakarta,Kec. Banjarsari,741535,
20328114,SMKS SANTO PAULUS SURAKARTA,Swasta,,JL. DR. RAJIMAN 659 R RT 1 RW 5 Pajang Kode Pos 57146,Kota Surakarta,Kec. Laweyan,271712594,271712594
20328115,SMKS TUNAS PEMBANGUNAN 2 SURAKARTA,Swasta,,JL BALEKAMBANG LOR NO. 1 SURAKARTA RT 3 RW 3 Manahan Kode Pos 57139,Kota Surakarta,Kec. Banjarsari,271710017,
20328116,SMKS KATOLIK ST MIKAEL SURAKARTA,Swasta,,JL. MOJO NO. 1 KARANGASEM LAWEYAN SURAKARTA RT 2 RW 7 Karangasem Kode Pos 57145,Kota Surakarta,Kec. Laweyan,271712728,271728681
20328117,SMKS BHINNEKA KARYA SURAKARTA,Swasta,,JL. LETJEN SUPRAPTO 34 SURAKARTA RT 4 RW 12 Sumber Kode Pos 57138,Kota Surakarta,Kec. Banjarsari,271711387,271711397
20328118,SMKS WIJAYA KUSUMA SURAKARTA,Swasta,,JL. KUTAI RAYA RT 7 RW 7 Sumber Kode Pos 57138,Kota Surakarta,Kec. Banjarsari,271716278,
20328119,SMKS COKROAMINOTO 1 SURAKARTA,Swasta,,JL. HOS COKROAMINOTO NO. 53 Surakarta RT 4 RW 8 Jebres Kode Pos 57126,Kota Surakarta,Kec. Jebres,271639920,271639920
20328120,SMKS COKROAMINOTO 2 SURAKARTA,Swasta,,JL. HOS. COKROAMINOTO NO. 61 JEBRES SURAKARTA RT 4 RW 8 Jebres Kode Pos 57126,Kota Surakarta,Kec. Jebres,271651106,271651106
20328121,SMKS KANISIUS SURAKARTA,Swasta,,JL. TELASIH IV/02 MANGKUBUMEN SURAKARTA RT 2 RW 12 MANGKUBUMEN Kode Pos 57139,Kota Surakarta,Kec. Banjarsari,271722802,271722802
20328122,SMKS KRISTEN 1 SURAKARTA,Swasta,,"JL. JEND. AHMAD YANI, NO. 2, SURAKARTA RT 5 RW 2 Tegalharjo Kode Pos 57128",Kota Surakarta,Kec. Jebres,271636571,271652966
20328124,SMKS MUHAMMADIYAH 2 SURAKARTA,Swasta,,JL. LETJEND. S PARMAN 9 RT 1 RW 2 Kestalan Kode Pos 57133,Kota Surakarta,Kec. Banjarsari,271636803,271636803
20328125,SMKS MURNI 2 SURAKARTA,Swasta,,JL. DR. WAHIDIN NO.33 RT 4 RW 4 Penumping Kode Pos 57141,Kota Surakarta,Kec. Laweyan,271719446,
20328126,SMKN 1 SURAKARTA,Negeri,,JL. SUNGAI KAPUAS NO.28 SURAKARTA RT 6 RW 7 Kedung Lumbu Kode Pos 57113,Kota Surakarta,Kec. Pasarkliwon,271653085,271653085
20328127,SMKN 3 SURAKARTA,Negeri,,JL. BRIGJEN SUDIARTO NO. 34 RT 4 RW 4 Danukusuman Kode Pos 57156,Kota Surakarta,Kec. Serengan,271656968,271656968
20328128,SMKN 6 SURAKARTA,Negeri,,JL. L.U. ADI SUCIPTO NO. 38 RT 0 RW 0 Kerten Kode Pos 57143,Kota Surakarta,Kec. Laweyan,271726036,271740932
20328129,SMKS PGRI 2 SURAKARTA,Swasta,,JL. KELUT TIMUR I/13 NGADISONO SURAKARTA RT 6 RW 14 Kadipiro Kode Pos 57136,Kota Surakarta,Kec. Banjarsari,853573,
20328131,SMKS TUNAS PEMBANGUNAN 3 SURAKARTA,Swasta,,JL. KRAKATAU UTARA NO.5 BIBIS BARU RT 2 RW 0 Nusukan Kode Pos 57135,Kota Surakarta,Kec. Banjarsari,271853817,271853817
20328132,SMKS WARGA SURAKARTA,Swasta,,JL. KOL. SUTARTO NO. 81 SURAKARTA RT 2 RW 26 Jebres Kode Pos 57126,Kota Surakarta,Kec. Jebres,271633379,271633379
20328133,SMKS JAYAWISATA SURAKARTA,Swasta,,JL. SEKAR JAGAD I RT 3 RW 2 Pajang Kode Pos 57146,Kota Surakarta,Kec. Laweyan,271720017,271720017
20328148,SMKS KASATRIYAN SURAKARTA,Swasta,,Pamardiputri RT 4 RW 1 Baluwarti Kode Pos 57114,Kota Surakarta,Kec. Pasarkliwon,271646167,271646167
20328149,SMKS KRISTEN MARGOYUDAN SURAKARTA,Swasta,,JALAN MONGINSIDI 28 SURAKARTA RT 1 RW 12 Gilingan Kode Pos 57134,Kota Surakarta,Kec. Banjarsari,271654785,271654785
20328150,SMKS KRISTEN SMKSK SURAKARTA,Swasta,,JL. MONGINSIDI NO 35 RT 1 RW 1 Kepatihan Kulon Kode Pos 57129,Kota Surakarta,Kec. Jebres,271637573,271637573
20328151,SMKS MARSUDIRINI MARGANINGSIH SURAKARTA,Swasta,,JL. MADYOTAMAN I/22 RT 4 RW 1 Punggawan Kode Pos 57132,Kota Surakarta,Kec. Banjarsari,271731270,271719733
20328152,SMKN 4 SURAKARTA,Negeri,,JL. L.U. ADISUCIPTO NO.40 RT 2 RW 8 KERTEN Kode Pos 57143,Kota Surakarta,Kec. Laweyan,271714855,271740840
20328153,SMKN 7 SURAKARTA,Negeri,,JL. JENDRAL AKHMAD YANI 374 SURAKARTA RT 2 RW 9 Kerten Kode Pos 57143,Kota Surakarta,Kec. Laweyan,271718667,271718667
20328154,SMKN 8 SURAKARTA,Negeri,,"JL. SANGIHE, KEPATIHAN WETAN. JEBRES, SURAKARTA RT 7 RW 1 Kepatihan Wetan Kode Pos 57129",Kota Surakarta,Kec. Jebres,271632225,271636074
20328155,SMKN 9 SURAKARTA,Negeri,,"JL. TARUMANEGARA, BANYUANYAR, BANJARSARI, SURAKARTA RT 4 RW 7 Banyuanyar Kode Pos 57137",Kota Surakarta,Kec. Banjarsari,271716320,271716320
20328156,SMKS SAHID SURAKARTA,Swasta,,JL. YOSODIPURO NO. 87 Surakarta RT 1 RW 1 Timuran Kode Pos 57131,Kota Surakarta,Kec. Banjarsari,271716919,271729261
20328450,SMKS DIPONEGORO SALATIGA,Swasta,,JL. KARTINI NO 2 KEL. SIDOREJO LOR KEC. SIDOREJO KOTA SALATIGA RT 7 RW 10 Sidorejo Lor Kode Pos 50714,Kota Salatiga,Kec. Sidorejo,298314644,298314644
20328451,SMKS ISLAM SUDIRMAN TINGKIR,Swasta,,"JL. POS TINGKIR - SURUH KM. 1,5 RT 2 RW 3 Tingkir Tengah Kode Pos 50745",Kota Salatiga,Kec. Tingkir,298316447,
20328452,SMKS KRISTEN BISNIS & MANAJEMEN,Swasta,,JL. TENTARA PELAJAR NO. 6 KEL. MANGUNSARI KEC SIDOMUKTI SALATIGA RT 6 RW 4 Mangunsari Kode Pos 50721,Kota Salatiga,Kec. Sidomukti,298326614,298326614
20328453,SMKN 1 SALATIGA,Negeri,,JL. NAKULA SADEWA I/3 SALATIGA KOTA SALATIGA RT 8 RW 3 Dukuh Kode Pos 50722,Kota Salatiga,Kec. Sidomukti,298323566,298323566
20328454,SMKS PELITA SALATIGA,Swasta,,JL. HASANUDIN GANG MANGGA KEC. SIDOMUKTI KOTA SALATIGA RT 2 RW 6 NGAWEN MANGUNSARI Kode Pos 50721,Kota Salatiga,Kec. Sidomukti,289321572,298321572
20328455,SMKS PGRI 2 SALATIGA,Swasta,,"JL.NAKULA-SADEWA I, KEMBANGARUM RT 2 RW 3 Dukuh Kode Pos 50722",Kota Salatiga,Kec. Sidomukti,298316175,298316175
20328457,SMKS PGRI 1 SALATIGA,Swasta,,JL. NAKULO SADEWO I KEMBANGARUM RT 2 RW 3 Dukuh Kode Pos 50722,Kota Salatiga,Kec. Sidomukti,298324383,
20328458,SMKS MUHAMMADIYAH SALATIGA,Swasta,,Jl. KH. Ahmad Dahlan RT 9 RW 7 Sidorejo Lor Kode Pos 50714,Kota Salatiga,Kec. Sidorejo,298323645,298311144
20328460,SMKN 2 SALATIGA,Negeri,,JL. PARIKESIT KEL. DUKUH RT 2 RW 9 Dukuh Kode Pos 50722,Kota Salatiga,Kec. Sidomukti,298313403,298324069
20328461,SMKS KRISTEN SALATIGA,Swasta,,JL. KEMIRI RAYA NO 7-11 SALATIGA KOTA SALATIGA RT 2 RW 9 Salatiga Kode Pos 50711,Kota Salatiga,Kec. Sidorejo,298325272,298325272
20328462,SMKS SARASWATI SALATIGA,Swasta,,JL. HASANUDIN NO. 738 KOTA SALATIGA RT 2 RW 6 Mangunsari Kode Pos 50721,Kota Salatiga,Kec. Sidomukti,298326516,298312224
20328868,SMK THERESIANA,Swasta,,Jl. Mayjend Sutoyo No. 69 RT 7 RW 5 Pekunden Kode Pos 50134,Kota Semarang,Kec. Semarang Tengah,248416950,248316474
20328941,SMK TLOGOSARI,Swasta,,Jl. Soekarto Hatta No. 12 RT 4 RW 1 Tlogosari Kulon Kode Pos 50196,Kota Semarang,Kec. Pedurungan,246730347,2432960
20328942,SMK PERINTIS 29 02,Swasta,,JL. KARANGBENDO NO. 04-07 RT 2 RW 3 Karang Rejo Kode Pos 50243,Kota Semarang,Kec. Gajah Mungkur,248506629,248414818
20328943,SMK PENERBANGAN KARTIKA AQASA BHAKTI,Swasta,,Jl. Jembawan Raya No.20 A Semarang RT 1 RW 1 Kalibanteng Kulon Kode Pos 50145,Kota Semarang,Kec. Semarang Barat,247617708,247617708
20328944,SMK NEGERI 05,Negeri,,Jl. Dr. Cipto No. 121 RT 1 RW 2 Karangturi Kode Pos 50124,Kota Semarang,Kec. Semarang Timur,248416335,248447476
20328945,SMK NEGERI 04,Negeri,,JL. PANDANARAN II NO. 7 RT 1 RW 1 MUGASSARI Kode Pos 50241,Kota Semarang,Kec. Semarang Selatan,248311534,248454673
20328946,SMK NEGERI 03,Negeri,,JL. ATMODIRONO RAYA NO 7 A RT 0 RW 0 WONODRI Kode Pos 50242,Kota Semarang,Kec. Semarang Selatan,248311538,248452267
20328947,SMK NEGERI 10,Negeri,,Jl. Kokrosono No. 75 RT 6 RW 9 Panggung Kidul Kode Pos 50178,Kota Semarang,Kec. Semarang Utara,243515701,243564584
20328948,SMK NEGERI 01,Negeri,,Jl. Dr. Cipto No. 93 RT 1 RW 9 Sarirejo Kode Pos 50124,Kota Semarang,Kec. Semarang Timur,243545601,243587193
20328949,SMK MUHAMMADIYAH 2,Swasta,,Jl. Kasipah No. 10-12 RT 2 RW 1 Jatingaleh Kode Pos 50254,Kota Semarang,Kec. Candisari,8442669,8505455
20328951,SMK IPT KARANGPANAS,Swasta,,Jl. Dr. Wahidin No. 110 RT 0 RW 0 Jatingaleh Kode Pos 50234,Kota Semarang,Kec. Candisari,248501718,248414709
20328952,SMK YPP,Swasta,,Jl. Kokrosono No. 70 RT 8 RW 8 Bulu Lor Kode Pos 50179,Kota Semarang,Kec. Semarang Utara,024-3515511,
20328960,SMK TJENDEKIA PURUHITA,Swasta,,Jl. Badak Timur V No. 1 RT 12 RW 1 Pandeanlamper Kode Pos 50167,Kota Semarang,Kec. Gayamsari,246706401,246706401
20328961,SMK ST FRANSISKUS,Swasta,,Jl. Wolter Monginsidi No. 22 RT 1 RW 4 Pedurungan Tengah Kode Pos 50192,Kota Semarang,Kec. Pedurungan,6721784,6721784
20328962,SMK NEGERI 08,Negeri,,JL. PANDANARAN II NO.12 RT 2 RW 1 Mugassari Kode Pos 50249,Kota Semarang,Kec. Semarang Selatan,248312190,248440321
20328963,SMK NEGERI 11,Negeri,,Jl. Cemara Raya  RT 8 RW 3 Padangsari Kode Pos 50267,Kota Semarang,Kec. Banyumanik,247472008,247472008
20328964,SMK JAYAWISATA,Swasta,,Jl. Sukun Raya No. 45 RT 4 RW 2 Srondol Wetan Kode Pos 50263,Kota Semarang,Kec. Banyumanik,247465092,
20328966,SMK DR TJIPTO,Swasta,,Jl. Kridanggo No. 1 RT 1 RW 1 Rejosari Kode Pos 50125,Kota Semarang,Kec. Semarang Timur,243542040,243566100
20328967,SMK PELITA NUSANTARA 1,Swasta,,Jl. Slamet Riyadi No. 40 RT 4 RW 7 Gayamsari Kode Pos 50161,Kota Semarang,Kec. Gayamsari,246712055,246711190
20328968,SMK NUSA BHAKTI,Swasta,,Jl. Wologito Barat No. 125 RT 2 RW 1 Kembangarum Kode Pos 50148,Kota Semarang,Kec. Semarang Barat,247602835,247602835
20328969,SMK NEGERI 09,Negeri,,JL. PETERONGANSARI No. 2 RT 1 RW 7 Peterongan Kode Pos 50242,Kota Semarang,Kec. Semarang Selatan,248311535,248311536
20328970,SMK NEGERI 02,Negeri,,JL. DR. CIPTO NO. 121 A RT 1 RW 2 Karangturi Kode Pos 50124,Kota Semarang,Kec. Semarang Timur,248455757,248455757
20328971,SMK MUHAMMADIYAH 1,Swasta,,Jl. Indraprasta No. 37 RT 7 RW 1 Pendrikan Lor Kode Pos 50131,Kota Semarang,Kec. Semarang Tengah,243558255,243558255
20328972,SMK LPI,Swasta,,Jl. Menoreh Utara Raya No. 11 RT 4 RW 4 Sampangan Kode Pos 50236,Kota Semarang,Kec. Gajah Mungkur,248509069,248509069
20328973,SMK KRISTEN GERGAJI,Swasta,,Jl. Kyai Saleh No. 3 RT 3 RW 7 Randusari Kode Pos 50241,Kota Semarang,Kec. Semarang Selatan,248318507,
20328974,SMK IGNATIUS,Swasta,,Jl. Tegalsari VIII No. 26 RT 3 RW 6 Candi Kode Pos 50257,Kota Semarang,Kec. Candisari,248311694,
20328975,SMK HIDAYAH,Swasta,,Jl. Karangrejo Raya No. 64 RT 12 RW 7 Srondol Wetan Kode Pos 50263,Kota Semarang,Kec. Banyumanik,2476480029,2476480029
20328976,SMK CUT NYA DIEN,Swasta,,Jl. Wolter Monginsidi No. 99 RT 1 RW 4 Genuksari Kode Pos 50117,Kota Semarang,Kec. Genuk,246590882,
20328978,SMK PERDANA,Swasta,,Jl. Slamet Riyadi No. 10 RT 2 RW 4 Gayamsari Kode Pos 50161,Kota Semarang,Kec. Gayamsari,246707245,246733982
20328979,SMK PGRI 1,Swasta,,Jl. Medoho Raya No. 91 RT 8 RW 9 Gayamsari Kode Pos 50161,Kota Semarang,Kec. Gayamsari,246724715,246724715
20328980,SMK 17 AGUSTUS 1945,Swasta,,Jl. Ki Mangunsarkoro No. 19 RT 4 RW 1 Karangkidul Kode Pos 50136,Kota Semarang,Kec. Semarang Tengah,248455363,248414064
20328981,SMK NEGERI 06,Negeri,,Jl. Sidodadi Barat No. 8 RT 3 RW 2 Karangturi Kode Pos 50124,Kota Semarang,Kec. Semarang Timur,8312438,8317572
20328982,SMK YPE,Swasta,,Jl. Dewi Sartika Timur RT 0 RW 0 Sukorejo Kode Pos 50221,Kota Semarang,Kec. Gunung Pati,248317305,0
20328983,SMK VETERAN,Swasta,,Jl. Karanggawang I (JL.H. Abdurochman) RT 3 RW 5 Mlatiharjo Kode Pos 50126,Kota Semarang,Kec. Semarang Timur,85225456669,
20328984,SMK TRI MULYA,Swasta,,Jl. Mintojiwo Dalam I RT 0 RW 0 Gisikdrono Kode Pos 50149,Kota Semarang,Kec. Semarang Barat,247608556,
20328985,SMK SWADAYA,Swasta,,Jl. Taman Progo No. 13 RT 0 RW 0 Mlatibaru Kode Pos 50122,Kota Semarang,Kec. Semarang Timur,243553175,243553175
20328986,SMK BINA NUSANTARA,Swasta,,Jl. Kemantren I No.5 RT 4 RW 2 Wonosari Kode Pos 50186,Kota Semarang,Kec. Ngaliyan,248662971,0
20328987,SMK SETIABUDHI,Swasta,,Jl. WR. Supratman No. 37 RT 5 RW 4 Kalibanteng Kidul Kode Pos 50149,Kota Semarang,Kec. Semarang Barat,247605783,247621655
20328988,SMK PURNAMA 2,Swasta,,Jl. Kedungmundu Raya No. 37 A RT 0 RW 0 Sendangmulyo Kode Pos 50273,Kota Semarang,Kec. Tembalang,76740160,
20328989,SMK PURNAMA 1,Swasta,,Jl. Jendral Sudirman No. 265 RT 0 RW 0 Gisikdrono Kode Pos 50149,Kota Semarang,Kec. Semarang Barat,247612536,
20328991,SMK NUSAPUTERA 2,Swasta,,Jl. Medoho III No. 2 RT 7 RW 1 Siwalan Kode Pos 50162,Kota Semarang,Kec. Gayamsari,246747557,246747557
20329510,SMK Baitussalam,Swasta,,Jl. Darma Bakti No. 3 Pekalongan RT 2 RW 11 Medono Kode Pos 51111,Kota Pekalongan,Kec. Pekalongan Barat,285434448,
20329511,SMK Gatra Praja,Swasta,,Jl. Perintis Kemerdekaan No. 9 Kota Pekalongan RT 1 RW 4 Kraton Lor Kode Pos 51145,Kota Pekalongan,Kec. Pekalongan Utara,285426887,285427396
20329512,SMK Negeri 2 Pekalongan,Negeri,,Jl. Perintis Kemerdekaan No. 29 Pekalongan RT 1 RW 1 Pasirkratonkramat Kode Pos 51118,Kota Pekalongan,Kec. Pekalongan Barat,285423200,285423200
20329513,SMK Veteran,Swasta,,Jl. Maninjau No. 14 Pekalongan RT 2 RW 3 Keputran Kode Pos 51128,Kota Pekalongan,Kec. Pekalongan Timur,285429727,285429727
20329514,SMK Negeri 1 Pekalongan,Negeri,,Jl. Angkatan 66 No. 90 Pekalongan RT 1 RW 2 Pasirkratonkramat Kode Pos 51118,Kota Pekalongan,Kec. Pekalongan Barat,285422115,285422115
20329515,SMK Dwija Praja,Swasta,,Jl. Sriwijaya No. 9 Pekalongan RT 1 RW 1 Bendan Kergon Kode Pos 51117,Kota Pekalongan,Kec. Pekalongan Barat,285426992,285426992
20329526,SMK Muhammadiyah,Swasta,,Jl. AMD No. 1 Pekalongan RT 6 RW 1 Pasirkratonkramat Kode Pos 51118,Kota Pekalongan,Kec. Pekalongan Barat,285425286,285425286
20329527,SMK Syafi`i Akrom,Swasta,,Jl. Pelita I ( Perum Buaran Indah ) No. 322 Pekalongan RT 2 RW 9 Jenggot Kode Pos 51133,Kota Pekalongan,Kec. Pekalongan Selatan,410447,
20329528,SMK Negeri 3 Pekalongan,Negeri,,Jl. Perintis Kemerdekaan No. 30 Pekalongan RT 2 RW 1 Pasirkratonkramat Kode Pos 51118,Kota Pekalongan,Kec. Pekalongan Barat,285421586,285421586
20329539,SMK Perikanan Irma,Swasta,,Jl. Sriwijaya No. 16 Pekalongan RT 1 RW 11 Bendan Kergon Kode Pos 51119,Kota Pekalongan,Kec. Pekalongan Barat,285433151,
20329840,SMKS PGRI TEGAL,Swasta,,JL. HALMAHERA NO.59 RT 9 RW 10 Mintaragen Kode Pos 52121,Kota Tegal,Kec. Tegal Timur,283358738,283358738
20329841,SMKN 2 TEGAL,Negeri,,JL. WISANGGENI NO. 1 RT 4 RW 6 Kejambon Kode Pos 52124,Kota Tegal,Kec. Tegal Timur,283358279,283350430
20329842,SMKS MUHAMMADIYAH 2 KOTA TEGAL,Swasta,,JL. DR CIPTO MANGUNKUSUMO NO.410 RT 6 RW 1 Kaligangsa Kode Pos 52147,Kota Tegal,Kec. Margadana,283310532,283310532
20329851,SMKS PIUS KOTA TEGAL,Swasta,,JL. KAPTEN ISMAIL NO. 120 RT 1 RW 5 Kraton Kode Pos 52112,Kota Tegal,Kec. Tegal Barat,283357559,283342591
20329852,SMKS BHAKTI KARYA TEGAL,Swasta,,JL. KOLONEL SUGIONO RT 3 RW 2 Kemandungan Kode Pos 52114,Kota Tegal,Kec. Tegal Barat,283354040,283354040
20329855,SMKS SUPM AL MAARIF TEGAL,Swasta,,JL. KEMUNING NO. 59 RT 3 RW 3 Kejambon Kode Pos 52124,Kota Tegal,Kec. Tegal Timur,283352173,283352173
20329856,SMKN 1 TEGAL,Negeri,,JL. DR.SUTOMO NO.68 RT 1 RW 7 Pekauman Kode Pos 52113,Kota Tegal,Kec. Tegal Barat,283353302,283353302
20329857,SMKS YPT TEGAL,Swasta,,JL. DR. SETIABUDI NO. 163 RT 9 RW 4 Panggung Kode Pos 52122,Kota Tegal,Kec. Tegal Timur,283358803,283358803
20329858,SMKN 3 TEGAL,Negeri,,JL. GAJAHMADA 72 D RT 1 RW 2 Pekauman Kode Pos 52113,Kota Tegal,Kec. Tegal Barat,283356081,283357718
20329859,SMKS MUHAMMADIYAH 1 KOTA TEGAL,Swasta,,JL. PERINTIS KEMERDEKAAN NO. 95 RT 8 RW 2 Slerok Kode Pos 52125,Kota Tegal,Kec. Tegal Timur,283358132,283358132
20329860,SMKS ISTEK TEGAL,Swasta,,JL. CIPTO MANGUNKUSUMO NO. 51 RT 3 RW 1 KALIGANGSA Kode Pos 52147,Kota Tegal,Kec. Margadana,62283312314,62283312314
